,userName,rating,isEdited,title,review,date,appname
4400,fiddler fred,5,FALSE,Customer Service,Every time I have to call the service is extremely helpful. Thanks for your wonderful help. Great place to get a quick response from!,04/03/2021 5:27,amazon
4401,papa hogu,4,FALSE,Description could be improved,Items can be found quickly. Add a choice in the filters to look for search terms in the item description to reach 5 stars.,07/03/2021 17:51,amazon
4402,Taylor youmell,4,FALSE,Frustrating but love it,It’s a great app I can find everything I need and it comes in a Reasonable time. I had updated it a few days ago and it had completely deleted my account witch was frustrating.,06/03/2021 19:56,amazon
4403,Zipper55,5,FALSE,Recent Orders,This app has improved recently and is more user friendly for me. It is fast and you have options to really get precise on what you want. Thank you,03/03/2021 12:21,amazon
4404,Bunny Christine,5,FALSE,To easy,Using the app is so easy. Easy enough that my husband always asks me what I’m ordering again. LOL even my kids can use it to pick out gifts for friends and family.,18/02/2021 13:55,amazon
4405,Jaina2,4,FALSE,Unappealing app icon,"Not sure how this new bland brown app icon got through testing to actually be an official icon but it’s extremely unappealing. Will be moving the app to a folder just to keep it off my home screen. Not a great move, design team.",02/03/2021 6:09,amazon
4406,Jase1125,1,FALSE,Awful New Icon,Why do companies think it is a great idea to change an app logo. Your users are accustomed to visually finding an app by the design and then you changing increasing user effort. It is stupid. Do companies really think they will get more customers with a new app icon design or that they lost customers because of the old one?  This is just the result of some designer justifying his salary with a new app icon design. Absurd.,24/02/2021 13:26,amazon
4407,Kapusta456665,5,FALSE,Nice product but heartbreaking,product is working but I was hoping it’s easier to rescue a small lizard from the trap (and let go outside). I did rescue her but almost gave up at some point: the glue is so thick,09/02/2021 20:58,amazon
4408,Anneruok,4,FALSE,Wait time is longer,"Lately it has been taking a long time for my items to be delivered.. past the estimated day. I look forward to having prime for the 2 day delivery, but lately it’s been taking a week.",15/02/2021 15:02,amazon
4409,theresaadri,5,FALSE,Very amazing app!,"This app has just about EVERYTHING you could possibly want ! Everything about this app is really good, from the costumer service , to the shipping time , to the prices. Everything! Not much to complain about really.",13/10/2020 19:14,amazon
4410,Lost her ducks 😞,1,FALSE,Poor customer service,"For a company that promotes their customer service, I have sadly not encountered someone to provide that. I had a basic order request and was told that they do not do price adjustments under exception. That maybe I’ll get an adjustment on their end at their own discretion. Instead, I will have to cancel my initial order (return it) and order the exact same thing again. That is not what I call good customer service!!",28/11/2020 2:29,amazon
4411,notthatitwilldoanygood,3,FALSE,One trick pony,"Who would design an app that takes you back to Page One of your product list if you're stupid enough to click to view a product and expect to be able to return to your list?

Surely you can do better than this.",18/10/2020 21:44,amazon
4412,frosty_sugarmama,5,FALSE,Usable,"I like this app. I can use it to order almost anything I want. Even beds! And if you want to return, you can and get a full refund. Day better LED light is my favorite item in the whole store because I really need LED light in my room. HIGHLY RECOMMEND DOWNLOADED THIS APP, AND BUYING THE ITEM!",25/08/2020 19:03,amazon
4413,AnnoyedJGirl,3,FALSE,New update is HORRIBLE,The newest update is horrible. The menu bar at the bottom incredibly inconvenient and annoying. I cannot scroll now without accidentally hitting it. Please remove and re-update! Also- please show all lists. It’s annoying to find and open my baby registry- way too many clicks needed.,01/09/2020 12:46,amazon
4414,Bip22,5,FALSE,Your app is worthless.,I have been trying to find a contact number to get a general question answered for twenty minutes without success.  Ridiculous!!!!,14/03/2020 19:57,amazon
4415,the luchador,4,FALSE,Needs copy/paste tracking,App is good but if you have a tracking number from UPS or something app will not allow you to copy a string of 20+ characters to check the other website for more detailed information,17/06/2020 15:18,amazon
4416,O. angeles,2,FALSE,Cancel my order without me knowing,I ordered a pair of gaming headphones everything was fine until the day it was supposed to arrive I checked the app just to find out that the order cancelled it self without me knowing so I go back to buy it again just to see the price was raised to $129 dollars this app really gets on my nerves when it does stuff like this would give it 0 stars,05/05/2020 20:41,amazon
4417,nickinickinickixxxxxxxx,3,FALSE,Why?,"This is probably not that serious, but why would you change “my orders”? Before it made sense, things that hadn’t arrived and things that were delivered were separated. Now they are all in one big list, doesn’t show if it was shipped unless you go to the product, and it’s a big mess. Also, it looks awful.",28/04/2020 13:40,amazon
4418,zathras110,2,FALSE,Fix filtering options,Need to fix the app filtering options screen.  As soon as you tap anything it immediately searches. App needs to wait until I'm done setting all the filters and search only when we click on Done.  Otherwise it's a pain in the  __ to repeatedly go back into search options for every type of filter setting,06/04/2020 14:34,amazon
4419,lagun....,1,FALSE,Hello,"First time I use the app and it turns out that it tells me that something went wrong in the form of payment and everything is correct, after I put it on, it tells me that everything went right, I leave the app and not even half an hour later I go back in  and I look again at the same thing that the order is not because something is not right in my payment method and Yes, if it is correct",10/02/2020 13:13,amazon
