,title,userName,date,developerResponse,rating,review,isEdited
214,Worst delivery service,Magnona Shanona,2020-06-22 19:31:13,"{'id': 16160530, 'body': 'Hi, we are sorry to feel this way, please share us the order number to check and assist you better. Thanks. ', 'modified': '2020-06-23T07:24:11Z'}",1,"Aramex is the courier they choose to use to KSA & these people are the LAZIEST! 

•Indian guy says he quits delivery and goes home at 3pm when everything, including Aramex, closes down at 7pm (during the phase out of lockdown)

•Saudi guy never answers his phone or delivers and my husband has to clear across town to go pick up a package for delivery. (Pretty much it’s because my Husband isn’t Saudi...let’s just call a spade a spade) 

I have bought close to 9000 SAR worth of items in the last couple of weeks and still have to fight to get my package. 

I will not be ordering any more from your company  due to this issue.
The delivery is half of a customer’s experience...use another delivery service please.

Update: someone contacted me from Namshi because of this review but it took me right back to the site that I already used to file TWO tickets of complaint. 

I have spent a great deal of money and would have continued to do so but I can not and will not continue to invest in this company if you can’t properly deliver the item. Namshi is better than Aramex. Give us, the consumer, the option of getting items delivered via UPS, Noon etc. I’d much rather have choices for delivery and even pay more for the delivery if it means a hastle free experience. Aramex is an unprofessional choice. Lazy and unprofessional people should not be Namshi’s go-to as a representation and, in part, an extension to the business. It makes your company look like garbage when you have incompetent halfwits in charge of delivery.",False
215,Good app,mostafa anwar,2018-12-24 12:32:41,"{'id': 6536474, 'body': 'Thanks :)', 'modified': '2018-12-24T23:20:47Z'}",5,Thnx,False
216,Very Good,Nuhati,2017-09-17 15:49:13,,2,I like it,False
217,Al-Riyadh,Meshoo104,2017-11-13 11:23:49,,5,Very good,False
218,Shipping?,zalhisnawi,2018-05-03 01:18:58,"{'id': 3371526, 'body': '. Hello there, we are glad to inform you that we now offer delivery internationally', 'modified': '2018-05-06T19:15:02Z'}",1,Do you guys ship worldwide?,False
219,..,hhvfcvg,2017-11-06 07:57:46,,5,Not bad,False
220,Aljoud,joudy07,2019-08-12 20:54:10,"{'id': 10259773, 'body': '♥️', 'modified': '2019-08-20T12:18:47Z'}",4,جميل♥️♥️,False
221,Ummm not bad but it’s okay:)!,ndbdisnevisns su,2019-08-22 04:23:18,,2,...,False
222,Nice,mdrasal,2018-06-25 20:26:28,"{'id': 4038845, 'body': 'Thanks :)', 'modified': '2018-06-30T22:28:35Z'}",5,Nice,False
223,Nice,Ahmed akhder,2018-04-05 20:00:40,"{'id': 3055429, 'body': 'Thanks  ❤️', 'modified': '2018-04-06T21:59:17Z'}",5,Nice,False
224,Good,Abusdeem,2018-08-25 12:49:51,"{'id': 4840368, 'body': 'Thanks!!', 'modified': '2018-08-28T10:03:26Z'}",5,Good,False
225,Ship,tomtoo93,2018-06-25 20:09:29,"{'id': 4038843, 'body': 'Unfortunately, we are unable to ship orders in Qatar due to the imposed restrictions. We apologize for the inconvenience caused, we certainly appreciate your understanding in this matter. Thank you', 'modified': '2018-06-30T22:28:20Z'}",1,Not deliviring to Qatar,False
226,Qatar !!!,احبكمممم,2018-07-30 23:17:11,"{'id': 4482859, 'body': 'Unfortunately, we are unable to ship orders in Qatar due to the imposed restrictions. We apologize for the inconvenience caused, we appreciate your understanding in this matter. Thank you', 'modified': '2018-07-31T23:48:55Z'}",1,"Wye no delever to qatar , 😒 it’s ok go to aother cheaters 🖕🏿",False
227,😋,Salwaumar369,2019-10-07 22:00:42,"{'id': 11146400, 'body': 'Thanks :) ', 'modified': '2019-10-09T10:58:07Z'}",5,Good,False
228,❤️❤️,هندد,2019-10-28 15:57:42,"{'id': 11534902, 'body': 'Thanks :) ', 'modified': '2019-10-29T14:25:40Z'}",5,Nice,False
229,Do you ship to USA?,fawafy,2018-10-15 18:25:56,"{'id': 5559242, 'body': 'Hey, please provide us with your inquiry so we can assist you ASAP,Thanks', 'modified': '2018-10-18T12:04:11Z'}",1,Hi,False
230,A MONTH OF WAITING. 👎🏻👎🏻👎🏻,Alvin fridayz,2019-07-06 00:41:02,"{'id': 9480543, 'body': 'Hello, We apologize for any inconvenience caused, please provide us with your order number so we can assist you asap, Thanks', 'modified': '2019-07-06T00:41:02Z'}",1,ITS A LONG LONG LONG LONG LONG WAIT.,True
231,G,yazeed977,2019-11-20 13:16:36,,1,Vvvvvvery bad in delivery,False
232,ا,Sheisoukhg,2019-04-15 18:17:15,"{'id': 8289109, 'body': '❤', 'modified': '2019-04-19T13:17:54Z'}",5,ااا,False
233,H,ghuja,2019-10-18 23:26:26,"{'id': 11342745, 'body': 'Thanks :) ', 'modified': '2019-10-19T10:14:03Z'}",3,Wooow woow,False
234,👍🏻,ســــهــــم,2019-08-04 02:05:21,,5,👍🏻,False
235,Namshi is one of the Best,angelic-Roro,2016-05-14 10:15:48,,5,"The items are the same as the ones in the original stores.. The exchange and return policy is the best so far.. My mother exchanged her clothes after 14 days due to her broken leg she did not try the clothes after 14 days. And they do accepted the clothes and we exchanged the clothes.. 

Namshi is the best so Far for middle east countries amd Gcc countries . 
My country is Kuwait <3",False
236,وع,MODHIk98,2019-10-22 21:09:12,"{'id': 11490031, 'body': 'افا يالغالي ، صارلنا 7  سنوات نطور بالبرنامج ، وبالآخر وع ، شو اللي ازعجك يالحبيب ، مايردك الا لسانك ، وان شاء الله بنرضيك باللي نقدر عليه . و شكرا ', 'modified': '2019-10-27T10:30:56Z'}",1,وع,False
237,Ratings and reviews,Aloisy666,2015-09-20 15:26:19,,3,"items need to have a comment section/rating/reviews so we can really know the quality of the product from someone who actually bought them. like we would get what we're looking for; quality, fabric size, etc... i really love your store and i am a regular customer, but sometimes i get really disappointed from my purchase because there are some brands that i am not familiar with and i get really surprised when i receive them (not in a good way) like it doesnt match my expectations. also there needs to be more details on item. there are tons of things that i really really like but didn't buy solely because of the lack of details. thank you for a good website that has the potential of being great!",False
238,Love the app but it keeps crashing,Fadelalsaeed,2015-08-03 20:45:53,,5,I like the app though it was a bit slow at first and you have to start from the beginning every time. I tried opening it recently but it keeps crashing on my iPhone 6 plus. Hope the issue get fixed soon.,False
239,💋,Ahmed69ad,2015-08-06 23:39:36,,5,"Is of the finest and the best sites at all 
but I have a few tips
 you should be more of this paper is to renew the current appearance and interface of the program 
and should you worry about the kids department well 
because it's been a long time on the goods",False
240,Super,SaadNatto,2014-07-22 18:28:33,,5,"The app is super awesome and i ordered so many things from it but i hope that you will add in it in the new update a way i can track my shipment , i reeeaally recommend this app and the things you can buy from it , it really made my life easier , thank you soo much namshi 👍👌",False
241,My review,Meisha chapra,2017-01-21 13:01:44,,2,This place is not as nice as others but it's not that bad either....I wouldn't really buy something from here frequently as I have seen other places this is very low and non-modern according to me....don't know or sure about others but other shops are more modern than this one and the thing I like about this is that it has really cool notebooks and bags for school...also amazing shoes the only problem is with the clothing for kids are not so nice and cute,False
242,Books,شينري,2015-07-19 13:27:38,,5,Wish you guys had books because i can never find an app/ site that is pay on delivery for books here in riyadh or the whole kingdom 💚💚💚💚💚 really wish you guys would add some my friends and i would definitely love it.....!!!,False
243,An amazing app!!!!!,Molibano,2017-07-20 12:34:39,,5,I think Namshi is an amazing app!!! I ordered a pair of Superstars and it said they would be there in nine days but I ended up coming in three!!! U also thought they would be fake but they were totally real. I really recommend Namshi. Definitely Five Stars!!!!!!,False
244,Good but needs more development,Duaazaki,2017-06-29 05:18:53,,5,"Good app compared to international ones, needs some adjustments in the app and in the process. Products variation is needed, feels like the people choosing the product in the website have the same taste.",False
245,A.M.A.I.Z.I.N.G.,Samermalas,2015-12-25 13:20:09,,5,The app is amazing.. Everything is as described.. The latest Original brands and Delivery on time..the support team are very helpful.. The packing is neat.. And cash on delivery is the best idea ever.. I ordered from Namshi with more than 2000 Riyals.. Will keep shopping from you guys.. Keep it up💪🏼,False
246,Disappointed,Dirotora,2016-08-07 11:32:17,,2,I always buy shoes here and the transaction was fast. But in my recent order I was really disappointed because I ordered adidas superstar but they gave me a factory defect shoe! So I have to return it but today it was already out of stock! I hope you will check first the item before shipping it!!!! I have no choice but to WAIT until they restock it! Coz I cannot refund my money as cash!,False
247,Nice app,young_Kyle,2017-08-02 23:50:26,,5,Ordered some few things in this app and it did not take 1 week for my stuff to be delivered great job must download the app all things were original ✌️,False
248,Restock!!!,Reem muammar,2017-08-29 02:43:48,,5,"I'm so not pleased, you guys need to restock!! I can't find anything anymore everything is out of stock and if I do find something, no sizes are available!? Do something.",False
249,Best shopping experience,_k_k_1234,2015-09-20 06:09:56,,5,Fast and easy to navigate. Found what I was looking for quickly and checkout was straightforward and easy to navigate.,False
250,Delivery is quick,Mrs currypot,2015-08-25 08:01:17,,5,Items arrived as advertised. Return policy is good however didn't need to use it. Delivery time was amazing - living out here dealing with delivery people can be frustrating😖😖😖 not with Namshis guys tho👍🏽👍🏽👍🏽👍🏽👍🏽👍🏽👍🏽👍🏽👍🏽,False
251,The fastest service ever,Nihadghori,2016-03-14 09:58:34,,5,"It took me only few hours to receive my order .. I placed my order at 6 AM , and suddenly buy 12 pm the order was here .....",False
252,Needs A Fix!,Derpiedope,2014-12-28 05:17:09,,3,"This app could be better if you guys optimized the screen for iPhone 6, because for people who use the Namshi app on their iPhone 6, the app screen/format is zoomed in which makes it unattractive and unappealing. Looking forward to this fix thanks! ❤️",False
253,Best online shopping app,Louiejbbbbbbbbbbb1287,2017-04-04 17:03:31,,5,"Same-day delivery, superb customer care, great items to choose from - the perfect online shopping experience formula!",False
254,Great market app,Naif Almarzuqi,2014-12-02 22:02:17,,5,"I found it easy to shop with a nice and easy interface Application.
 Namshi  as E-market  has an excellent market collections in front of you And guarantee delivery.",False
255,Thanks NAMSHI,CuteCat77,2017-05-19 22:23:11,,5,Am really enjoying surfing the app.. easy to find what am looking for..excellent prices.. superb delivery services.. highly recommended.. and I wish from NAMSHI to offer more of ''discount codes'',False
256,Thank you for everything,Thank for this gane,2016-12-19 16:22:59,,5,Thank you for everything,False
257,Great shopping,japple3,2016-02-12 03:49:35,,5,Smooth browsing and easy shopping right deliver in your door. Enjoying my save time using this app.,False
258,Great one,MEYTHAM,2016-10-03 23:25:06,,5,"One of the best websites for online shopping, original products, nice price, and friendly interface app",False
259,Could be better,prijomathews,2016-07-05 13:45:30,,3,The filter option is not friendly. I have to select multiple times to get the desired one or it doesn't work at all. 😊,False
260,Suggestion,Farah_ohana,2015-10-16 07:27:18,,4,"Add a material category in ""filters"" because i'm a cotton person, and its hard to find anything that is cotton, mostly the clothes are made from polyester",False
261,Good app,Shadim5,2015-09-18 15:00:34,,4,I like it. But since the last update its not opening every-time I try to open it it closes automatically.,False
262,It's perfect,Jenger44,2017-07-03 15:22:05,,5,I've tried this app when I ordered CK perfume and they just delivered mine in less than a week,False
263,I enjoyed عجبتني الخدمة,Maryoom_236,2017-02-06 16:08:24,,5,"It has a very good service and it arrived at the expected date and the products are of high quality 😊 
عجبتني المنتجات له جودة عالية و وصلت البضائع في الوقت المحدد لها👌🏽🔥",False
264,My opinion,moza alzaabi,2017-08-02 03:35:50,,4,I don't like the man who give me the box because some times he didn't give me all the money,False
265,Fine,Su5u2231,2016-06-29 03:08:55,,3,"Even though I am a kid I still like it. But I had one problem, why do people make apps that mostly have women stuff? Like do they think that womens are the most important thing?",False
266,Best and responsive service and good customer support,TheAbdullahs,2016-02-23 06:42:33,,5,Love the app and love the customer support and very helpful.  Keep it up! And i recommend it to all GCC,False
